TERM_NAME,DEFINITION,Text
SMART,"Specific, Measurable, Achievable, Relevant, and Time Bound. Criteria for setting goals.","###Human:\nWhat is SMART in Dell context?\n\n###Asistant:\nSpecific, Measurable, Achievable, Relevant, and Time Bound. Criteria for setting goals."
SMART,"Self-monitoring and reporting tool - A self-diagnostic, pre-emptive error/failure detection standard for hard-disk drives.","###Human:\nWhat is SMART in Dell context?\n\n###Asistant:\nSelf-monitoring and reporting tool - A self-diagnostic, pre-emptive error/failure detection standard for hard-disk drives."
SMART,"Self-Monitoring, Analysis, and Reporting Technology","###Human:\nWhat is SMART in Dell context?\n\n###Asistant:\nSelf-Monitoring, Analysis, and Reporting Technology"
SMARTS,"Sales Marketing Account Receivable Transaction System - APCC’s sales data management system
","###Human:\nWhat is SMARTS in Dell context?\n\n###Asistant:\nSales Marketing Account Receivable Transaction System - APCC’s sales data management system
"
SMASH,"Systems Management Architecture for Server Hardware - a suite of specifications that deliver architectural semantics, industry standard protocols and profiles to unify the management of the data center.","###Human:\nWhat is SMASH in Dell context?\n\n###Asistant:\nSystems Management Architecture for Server Hardware - a suite of specifications that deliver architectural semantics, industry standard protocols and profiles to unify the management of the data center."
SMB,"Small and Medium Business segment
","###Human:\nWhat is SMB in Dell context?\n\n###Asistant:\nSmall and Medium Business segment
"
SMB,Server management business,###Human:\nWhat is SMB in Dell context?\n\n###Asistant:\nServer management business
SMBA,Shared Memory Buffer Array,###Human:\nWhat is SMBA in Dell context?\n\n###Asistant:\nShared Memory Buffer Array
SMBD,Small medium business direct,###Human:\nWhat is SMBD in Dell context?\n\n###Asistant:\nSmall medium business direct
SMBe,"Small/Medium Business Online
","###Human:\nWhat is SMBe in Dell context?\n\n###Asistant:\nSmall/Medium Business Online
"
SMBIOS,System Management Basic Input/Output Service,###Human:\nWhat is SMBIOS in Dell context?\n\n###Asistant:\nSystem Management Basic Input/Output Service
SMC,Sales and Marketing Channels,###Human:\nWhat is SMC in Dell context?\n\n###Asistant:\nSales and Marketing Channels
SMC,Surface Mount Components,###Human:\nWhat is SMC in Dell context?\n\n###Asistant:\nSurface Mount Components
SM-CLP,"Server Management Command-Line Protocol - a common command line syntax and message protocol semantics for managing compute resources in internet, enterprise and service provider environments.","###Human:\nWhat is SM-CLP in Dell context?\n\n###Asistant:\nServer Management Command-Line Protocol - a common command line syntax and message protocol semantics for managing compute resources in internet, enterprise and service provider environments."
SME,Systems Management Engineering - a team within I/T Infrastructure Services,###Human:\nWhat is SME in Dell context?\n\n###Asistant:\nSystems Management Engineering - a team within I/T Infrastructure Services
SME,Storage Management Engine - an Application used DELL Worldwide to manage the Software Content on Dells Manufacturing Download servers.,###Human:\nWhat is SME in Dell context?\n\n###Asistant:\nStorage Management Engine - an Application used DELL Worldwide to manage the Software Content on Dells Manufacturing Download servers.
SME,Subject Matter Expert - A person who is an expert in a particular area,###Human:\nWhat is SME in Dell context?\n\n###Asistant:\nSubject Matter Expert - A person who is an expert in a particular area
SMF,Systems/network management/automation facility,###Human:\nWhat is SMF in Dell context?\n\n###Asistant:\nSystems/network management/automation facility
SMI,"Services Market Intelligence 
","###Human:\nWhat is SMI in Dell context?\n\n###Asistant:\nServices Market Intelligence 
"
SMI,System Management Interrupt,###Human:\nWhat is SMI in Dell context?\n\n###Asistant:\nSystem Management Interrupt
SML,Sales Marketing Liaison,###Human:\nWhat is SML in Dell context?\n\n###Asistant:\nSales Marketing Liaison
SMM,System-Management Mode - A special mode on x86 microprocessors that is more privileged than protected more; often used for power management.,###Human:\nWhat is SMM in Dell context?\n\n###Asistant:\nSystem-Management Mode - A special mode on x86 microprocessors that is more privileged than protected more; often used for power management.
SMO,"Sales, Marketing & Operations","###Human:\nWhat is SMO in Dell context?\n\n###Asistant:\nSales, Marketing & Operations"
SMP,"Symmetric multiprocess - Two or more processors connected via a high-bandwidth link and managed by an operating system, where each processor has equal access to I/O devices. This is in contrast to the compute server kind of parallel processor where a front-end processor handles all I/O to disks, terminals and local area network, and so on.","###Human:\nWhat is SMP in Dell context?\n\n###Asistant:\nSymmetric multiprocess - Two or more processors connected via a high-bandwidth link and managed by an operating system, where each processor has equal access to I/O devices. This is in contrast to the compute server kind of parallel processor where a front-end processor handles all I/O to disks, terminals and local area network, and so on."
SMP,Services Management Platform,###Human:\nWhat is SMP in Dell context?\n\n###Asistant:\nServices Management Platform
SMP,Strategic Materials Planning,###Human:\nWhat is SMP in Dell context?\n\n###Asistant:\nStrategic Materials Planning
SMP,Service Management Prectice,###Human:\nWhat is SMP in Dell context?\n\n###Asistant:\nService Management Prectice
SMPS,Technical name for the power supply of the CPU,###Human:\nWhat is SMPS in Dell context?\n\n###Asistant:\nTechnical name for the power supply of the CPU
SMPS,Switched Mode Power Supply - also switching mode power supply. Generally used in a computer to supply power to the components within. Mostly found in desktop workstations and servers and not found in laptops though.,###Human:\nWhat is SMPS in Dell context?\n\n###Asistant:\nSwitched Mode Power Supply - also switching mode power supply. Generally used in a computer to supply power to the components within. Mostly found in desktop workstations and servers and not found in laptops though.
SMR,Shared marketing resource,###Human:\nWhat is SMR in Dell context?\n\n###Asistant:\nShared marketing resource
SMS,Sales Management Support,###Human:\nWhat is SMS in Dell context?\n\n###Asistant:\nSales Management Support
SMS,SAN maintenance service,###Human:\nWhat is SMS in Dell context?\n\n###Asistant:\nSAN maintenance service
SMS,"Sales, Marketing, and Service function of a Dell region or country. ","###Human:\nWhat is SMS in Dell context?\n\n###Asistant:\nSales, Marketing, and Service function of a Dell region or country. "
SMT,Senior Management Team,###Human:\nWhat is SMT in Dell context?\n\n###Asistant:\nSenior Management Team
SMT,Surface Mount Technology,###Human:\nWhat is SMT in Dell context?\n\n###Asistant:\nSurface Mount Technology
SMT,"Simultaneous Multi-Threading - Intel New Technology

","###Human:\nWhat is SMT in Dell context?\n\n###Asistant:\nSimultaneous Multi-Threading - Intel New Technology

"
SMTD,"Systems Management Tools and Documentation media
","###Human:\nWhat is SMTD in Dell context?\n\n###Asistant:\nSystems Management Tools and Documentation media
"
SMTP,Simple Mail Transport Protocol - E-mail transfer method from the Internet.,###Human:\nWhat is SMTP in Dell context?\n\n###Asistant:\nSimple Mail Transport Protocol - E-mail transfer method from the Internet.
SMU,"Sales Manager University -a program for inside/outside sales managers to learn how to manage the team, and drive results.","###Human:\nWhat is SMU in Dell context?\n\n###Asistant:\nSales Manager University -a program for inside/outside sales managers to learn how to manage the team, and drive results."
SMU,Services Margin per Unit,###Human:\nWhat is SMU in Dell context?\n\n###Asistant:\nServices Margin per Unit
SMW,"Short, Missing or Wrong items from order. Also referred to as MWD (Missing, Wrong, Damaged)
","###Human:\nWhat is SMW in Dell context?\n\n###Asistant:\nShort, Missing or Wrong items from order. Also referred to as MWD (Missing, Wrong, Damaged)
"
SNA,Software and Accessories,###Human:\nWhat is SNA in Dell context?\n\n###Asistant:\nSoftware and Accessories
SNA,Social Net Advocacy,###Human:\nWhat is SNA in Dell context?\n\n###Asistant:\nSocial Net Advocacy
SNAC,"Server Networking and Communications (or Commodities) Department
","###Human:\nWhat is SNAC in Dell context?\n\n###Asistant:\nServer Networking and Communications (or Commodities) Department
"
SNAP,"Sure Not A Problem
","###Human:\nWhat is SNAP in Dell context?\n\n###Asistant:\nSure Not A Problem
"
snd,sound,###Human:\nWhat is snd in Dell context?\n\n###Asistant:\nsound
SND,"Servers, Notebooks and Desktops.","###Human:\nWhat is SND in Dell context?\n\n###Asistant:\nServers, Notebooks and Desktops."
